PDB,Epoch,Step,Pout,Lagr,L_p,L_d,Model
251.18870544433594,199,0,0.034321945160627365,0.05400875583291054,0.05400875583291054,0.0,HARQ
10.0,199,0,0.001168380375020206,0.05400875583291054,0.05400875583291054,0.0,HARQ
10.0,199,0,3.991635094280355e-05,0.05400875583291054,0.05400875583291054,0.0,HARQ
63.095726013183594,199,0,1.3696399037144147e-06,0.05400875583291054,0.05400875583291054,0.0,HARQ
63.095726013183594,199,0,4.7048434481666845e-08,0.05400875583291054,0.05400875583291054,0.0,HARQ
251.18870544433594,199,0,0.12688320875167847,0.05400875583291054,0.05400875583291054,0.0,HARQ
251.18870544433594,199,0,0.016096269711852074,0.05400875583291054,0.05400875583291054,0.0,HARQ
15.848933219909668,199,0,0.0020423433743417263,0.05400875583291054,0.05400875583291054,0.0,HARQ
10.0,199,0,0.0002591403026599437,0.05400875583291054,0.05400875583291054,0.0,HARQ
100.0,199,0,3.288060179329477e-05,0.05400875583291054,0.05400875583291054,0.0,HARQ
63.095726013183594,199,0,0.12688320875167847,0.05400875583291054,0.05400875583291054,0.0,HARQ
251.18870544433594,199,0,0.016099339351058006,0.05400875583291054,0.05400875583291054,0.0,HARQ
158.4893341064453,199,0,0.002042734529823065,0.05400875583291054,0.05400875583291054,0.0,HARQ
25.11886215209961,199,0,0.00025918855681084096,0.05400875583291054,0.05400875583291054,0.0,HARQ
10.0,199,0,3.2886677217902616e-05,0.05400875583291054,0.05400875583291054,0.0,HARQ
39.81071853637695,199,0,0.06748605519533157,0.05400875583291054,0.05400875583291054,0.0,HARQ
158.4893341064453,199,0,0.004553206264972687,0.05400875583291054,0.05400875583291054,0.0,HARQ
25.11886215209961,199,0,0.0003072767867706716,0.05400875583291054,0.05400875583291054,0.0,HARQ
25.11886215209961,199,0,2.0737019440275617e-05,0.05400875583291054,0.05400875583291054,0.0,HARQ
251.18870544433594,199,0,1.3994625760460622e-06,0.05400875583291054,0.05400875583291054,0.0,HARQ
158.4893341064453,199,0,0.06748604029417038,0.05400875583291054,0.05400875583291054,0.0,HARQ
100.0,199,0,0.004550831392407417,0.05400875583291054,0.05400875583291054,0.0,HARQ
10.0,199,0,0.0003071057435590774,0.05400875583291054,0.05400875583291054,0.0,HARQ
158.4893341064453,199,0,2.0726054572151043e-05,0.05400875583291054,0.05400875583291054,0.0,HARQ
251.18870544433594,199,0,1.3987424836159335e-06,0.05400875583291054,0.05400875583291054,0.0,HARQ
100.0,199,0,0.034321945160627365,0.05400875583291054,0.05400875583291054,0.0,HARQ
158.4893341064453,199,0,0.001177955069579184,0.05400875583291054,0.05400875583291054,0.0,HARQ
15.848933219909668,199,0,4.042971704620868e-05,0.05400875583291054,0.05400875583291054,0.0,HARQ
39.81071853637695,199,0,1.387627321491891e-06,0.05400875583291054,0.05400875583291054,0.0,HARQ
63.095726013183594,199,0,4.762606664598934e-08,0.05400875583291054,0.05400875583291054,0.0,HARQ
100.0,199,0,0.034321945160627365,0.05400875583291054,0.05400875583291054,0.0,HARQ
63.095726013183594,199,0,0.0014940830878913403,0.05400875583291054,0.05400875583291054,0.0,HARQ
251.18870544433594,199,0,5.3741096053272486e-05,0.05400875583291054,0.05400875583291054,0.0,HARQ
15.848933219909668,199,0,1.7142142496595625e-06,0.05400875583291054,0.05400875583291054,0.0,HARQ
39.81071853637695,199,0,5.121553314779703e-08,0.05400875583291054,0.05400875583291054,0.0,HARQ
100.0,199,0,0.10562954097986221,0.05400875583291054,0.05400875583291054,0.0,HARQ
251.18870544433594,199,0,0.01638748310506344,0.05400875583291054,0.05400875583291054,0.0,HARQ
39.81071853637695,199,0,0.002032557735219598,0.05400875583291054,0.05400875583291054,0.0,HARQ
25.11886215209961,199,0,0.00021534270490519702,0.05400875583291054,0.05400875583291054,0.0,HARQ
25.11886215209961,199,0,2.062869316432625e-05,0.05400875583291054,0.05400875583291054,0.0,HARQ
39.81071853637695,199,0,0.12688323855400085,0.05400875583291054,0.05400875583291054,0.0,HARQ
100.0,199,0,0.016096040606498718,0.05400875583291054,0.05400875583291054,0.0,HARQ
100.0,199,0,0.002042315201833844,0.05400875583291054,0.05400875583291054,0.0,HARQ
100.0,199,0,0.00025913678109645844,0.05400875583291054,0.05400875583291054,0.0,HARQ
251.18870544433594,199,0,3.2880161597859114e-05,0.05400875583291054,0.05400875583291054,0.0,HARQ
10.0,199,0,0.05640494450926781,0.05400875583291054,0.05400875583291054,0.0,HARQ
100.0,199,0,0.003181515261530876,0.05400875583291054,0.05400875583291054,0.0,HARQ
10.0,199,0,0.00017945306899491698,0.05400875583291054,0.05400875583291054,0.0,HARQ
10.0,199,0,1.0122035746462643e-05,0.05400875583291054,0.05400875583291054,0.0,HARQ
39.81071853637695,199,0,5.709327979275258e-07,0.05400875583291054,0.05400875583291054,0.0,HARQ
