PDB,Epoch,Step,Pout,Model
158.48933,1,0,[0.36838803 0.16952002 0.06501738 0.02226866 0.00718239],HARQ
10.0,1,0,[ 1.7176285  2.9502459  5.0674276  8.703961  14.950175 ],HARQ
25.118862,1,0,[1.2326353 1.5193199 1.8727703 2.3084466 2.8454742],HARQ
15.848933,1,0,[1.4612808 2.1347425 3.1183565 4.5578995 6.6620116],HARQ
251.1887,1,0,[0.24247932 0.09458397 0.02863861 0.00718787 0.00158681],HARQ
39.81072,1,0,[1.0057915 1.0111079 1.016945  1.0228659 1.0288048],HARQ
251.1887,1,0,[0.2424793  0.05879564 0.01425672 0.00345696 0.00083824],HARQ
100.0,1,0,[0.54272705 0.29447645 0.15981975 0.08673903 0.04707576],HARQ
158.48933,1,0,[0.36838803 0.13431233 0.04877685 0.01787441 0.0065874 ],HARQ
15.848933,1,0,[1.4612808 2.1353414 3.120334  4.559686  6.662985 ],HARQ
39.81072,1,0,[1.0057915 1.0094621 1.0110332 1.016297  1.0231205],HARQ
100.0,1,0,[ 0.54272705  1.8721831   4.5489554   8.128643   11.314145  ],HARQ
100.0,1,0,[0.5427272  0.29295355 0.15862747 0.08610276 0.04675421],HARQ
15.848933,1,0,[1.4612808 2.1564708 3.1386633 4.5766425 6.692398 ],HARQ
158.48933,1,0,[0.36838803 0.14678487 0.05232578 0.01780843 0.00602014],HARQ
63.095726,1,0,[0.76284325 0.7831012  0.66466105 0.49676836 0.34451565],HARQ
63.095726,1,0,[0.76284325 0.58192503 0.44391766 0.33863977 0.25832912],HARQ
100.0,1,0,[0.5427272  0.29358742 0.15921973 0.08642848 0.04691615],HARQ
63.095726,1,0,[0.7628434  0.5790274  0.43835846 0.3337533  0.2548413 ],HARQ
10.0,1,0,[ 1.7176281  2.950673   5.0679746  8.706314  14.9559555],HARQ
100.0,1,0,[0.54272705 0.298312   0.1568297  0.08235984 0.04382988],HARQ
100.0,1,0,[0.5427272  0.29439136 0.15977111 0.08671369 0.04706225],HARQ
39.81072,1,0,[1.0057915 1.0091363 1.0135969 1.019688  1.0260398],HARQ
63.095726,1,0,[0.7628434  0.6275534  0.47026643 0.3400753  0.24536161],HARQ
158.48933,1,0,[0.36838803 0.13565786 0.0499743  0.01841011 0.00678209],HARQ
100.0,1,0,[0.54272705 0.92775714 1.1523548  1.0932097  0.83968496],HARQ
251.1887,1,0,[0.2424793  0.06118128 0.01417593 0.00320535 0.00073007],HARQ
158.48933,1,0,[0.3683881  0.13481592 0.04952545 0.018246   0.00672543],HARQ
10.0,1,0,[ 1.7176285  2.9502482  5.06743    8.70396   14.950169 ],HARQ
39.81072,1,0,[1.0057915 1.0093129 1.0112433 1.0166669 1.0234605],HARQ
15.848933,2,0,[1.0898031 1.4479634 1.6758772 1.7894056 1.8400986],HARQ
39.81072,2,0,[0.7277629  0.52963686 0.3854501  0.28051642 0.20414954],HARQ
63.095726,2,0,[0.5640022  0.3170373  0.178629   0.10076843 0.05684967],HARQ
39.81072,2,0,[0.7277631  0.6027211  0.44264096 0.30626363 0.20787336],HARQ
25.118862,2,0,[8.9992660e-01 1.1916697e+01 1.1206982e+02 7.7328809e+02 4.1279766e+03],HARQ
251.1887,2,0,[0.19099171 0.21556476 0.16975358 0.09787533 0.04385918],HARQ
63.095726,2,0,[0.5640022  0.31627455 0.1772803  0.09987804 0.05638741],HARQ
251.1887,2,0,[0.19099171 0.03619167 0.00671139 0.00125641 0.0002383 ],HARQ
100.0,2,0,[0.41243294 0.16925164 0.06967479 0.0287414  0.01185906],HARQ
251.1887,2,0,[0.19099171 0.06279521 0.01582136 0.00325819 0.0005823 ],HARQ
15.848933,2,0,[1.0898031 1.2061679 1.3018256 1.4066522 1.5293823],HARQ
25.118862,2,0,[0.8999267  0.8822667  0.79180384 0.6863813  0.5927819 ],HARQ
100.0,2,0,[0.41243294 0.1694441  0.06839678 0.02783553 0.01144125],HARQ
39.81072,2,0,[0.727763   0.53213096 0.38168457 0.27514505 0.19983602],HARQ
63.095726,2,0,[0.56400234 0.3167288  0.17829356 0.10057567 0.05675239],HARQ
15.848933,2,0,[1.0898031 1.1866558 1.2902852 1.4062107 1.5336357],HARQ
25.118862,2,0,[0.8999266 1.5569344 2.1008728 2.329221  2.240484 ],HARQ
100.0,2,0,[0.41243294 0.17010088 0.07015526 0.02893437 0.01193349],HARQ
100.0,2,0,[0.41243294 0.1696023  0.06990881 0.02883746 0.01189539],HARQ
15.848933,2,0,[1.0898031 1.1874814 1.2941236 1.4103508 1.5370091],HARQ
158.48933,2,0,[0.28618535 0.08189978 0.02343853 0.00670777 0.00191967],HARQ
39.81072,2,0,[0.727763   0.52811944 0.38390696 0.27945685 0.20345022],HARQ
15.848933,2,0,[1.0898031 2.522258  4.5298605 6.6205535 8.305455 ],HARQ
100.0,2,0,[0.412433   0.16926487 0.06968497 0.02874573 0.01186069],HARQ
10.0,2,0,[1.3150954 1.7356025 2.2748299 2.9893699 3.9350953],HARQ
25.118862,2,0,[0.8999266  0.80986845 0.7288223  0.65588653 0.5902497 ],HARQ
15.848933,2,0,[1.0898031 1.2409558 1.3402559 1.4308547 1.536328 ],HARQ
158.48933,2,0,[0.28618535 0.08108973 0.0229939  0.00656669 0.00188119],HARQ
100.0,2,0,[0.41243294 0.16872077 0.06896084 0.02837772 0.01171538],HARQ
39.81072,2,0,[0.727763   0.5283552  0.38424063 0.2796949  0.20360032],HARQ
251.1887,2,0,[0.19099171 0.03647663 0.00696674 0.00133059 0.00025413],HARQ
100.0,2,0,[0.41243294 0.17001404 0.07011829 0.02891958 0.01192747],HARQ
39.81072,2,0,[0.7277631  0.52963895 0.38545176 0.2805177  0.20415045],HARQ
15.848933,2,0,[1.0898031 1.187632  1.2942864 1.4105184 1.5371879],HARQ
39.81072,2,0,[0.727763   0.52929443 0.38518846 0.2803363  0.20402205],HARQ
63.095726,2,0,[0.5640022  0.34537274 0.19132008 0.10179228 0.05390287],HARQ
63.095726,2,0,[0.5640022  0.5631181  0.4366775  0.278903   0.15531892],HARQ
63.095726,2,0,[0.56400234 0.3180821  0.17625856 0.09833051 0.05532498],HARQ
158.48933,2,0,[0.28618535 0.08127731 0.02271659 0.00641027 0.0018281 ],HARQ
158.48933,2,0,[0.28618535 0.10214514 0.03038907 0.0080773  0.00202284],HARQ
10.0,2,0,[1.3150954 1.7318165 2.2724068 2.9882228 3.9330747],HARQ
158.48933,2,0,[0.2861854  0.08173878 0.02338692 0.00669363 0.00191574],HARQ
251.1887,2,0,[0.19099174 0.04319184 0.00827896 0.00144347 0.00024095],HARQ
15.848933,2,0,[1.0898031 1.1918205 1.2912891 1.4041911 1.5315764],HARQ
100.0,2,0,[0.41243294 0.16981421 0.06837505 0.02773296 0.01137458],HARQ
100.0,2,0,[0.412433   0.17010103 0.07015531 0.02893438 0.0119335 ],HARQ
10.0,2,0,[1.3150954 2.376644  3.625778  4.9291058 6.258459 ],HARQ
158.48933,2,0,[0.2861854  0.08190197 0.02343915 0.00670795 0.00191972],HARQ
251.1887,2,0,[0.19099171 0.03625844 0.00691114 0.0013202  0.00025225],HARQ
39.81072,2,0,[0.727763   0.5492121  0.39167398 0.27634376 0.1966428 ],HARQ
251.1887,3,0,[1.5668178e-01 2.4400972e-02 3.8153399e-03 5.9789757e-04 9.3720402e-05],HARQ
100.0,3,0,[0.326009   0.10596526 0.03452478 0.01125731 0.00367059],HARQ
251.1887,3,0,[1.5668181e-01 2.4548912e-02 3.8463692e-03 6.0265668e-04 9.4425399e-05],HARQ
100.0,3,0,[0.32600906 0.11220326 0.03538495 0.01084956 0.00333933],HARQ
158.48933,3,0,[0.23111944 0.05341622 0.01234554 0.0028533  0.00065945],HARQ
158.48933,3,0,[0.23111944 0.05339127 0.0123396  0.00285196 0.00065915],HARQ
39.81072,3,0,[0.55825806 0.31163773 0.17397432 0.09712265 0.05421953],HARQ
251.1887,3,0,[1.5668178e-01 2.4532979e-02 3.8437713e-03 6.0226081e-04 9.4364063e-05],HARQ
25.118862,3,0,[0.6926009  0.47969553 0.33223754 0.23010805 0.1593731 ],HARQ
251.1887,3,0,[1.5668178e-01 2.4549175e-02 3.8464102e-03 6.0266291e-04 9.4426367e-05],HARQ
100.0,3,0,[0.326009   0.10618715 0.03461619 0.0112856  0.00367928],HARQ
100.0,3,0,[0.326009   0.13373835 0.04584446 0.01405318 0.00405957],HARQ
25.118862,3,0,[0.6926008  0.4793178  0.33195832 0.22992675 0.1592519 ],HARQ
10.0,3,0,[1.0439626 1.2248448 1.297457  1.310537  1.3070006],HARQ
100.0,3,0,[0.326009   0.49679935 0.53756195 0.43305013 0.2753651 ],HARQ
39.81072,3,0,[0.55825806 0.3851061  0.22625035 0.12069222 0.06137183],HARQ
63.095726,3,0,[0.4363489  0.19016221 0.08296756 0.03620532 0.0157988 ],HARQ
63.095726,3,0,[0.43634897 0.19038823 0.08307571 0.03625003 0.01581768],HARQ
15.848933,3,0,[0.8490986  1.0190508  1.0098933  0.87661344 0.701514  ],HARQ
15.848933,3,0,[0.84909874 0.72207975 0.6082226  0.51475984 0.43736932],HARQ
63.095726,3,0,[0.43634897 0.19755563 0.08372282 0.03497368 0.01474484],HARQ
63.095726,3,0,[0.4363489  0.21049406 0.09063082 0.03708309 0.01500039],HARQ
158.48933,3,0,[0.2311194  0.05341049 0.0123442  0.00285299 0.00065938],HARQ
39.81072,3,0,[0.55825806 0.31164667 0.17397937 0.09712544 0.05422109],HARQ
25.118862,3,0,[0.6926008  0.47968143 0.33222806 0.23010157 0.15936862],HARQ
15.848933,3,0,[0.8490986  0.720805   0.61203456 0.5196829  0.44126403],HARQ
158.48933,3,0,[0.23111944 0.05341623 0.01234553 0.00285329 0.00065945],HARQ
158.48933,3,0,[0.23111944 0.05418386 0.01204505 0.00266644 0.0005988 ],HARQ
25.118862,3,0,[0.6926008 1.6400665 2.8544247 3.8186738 4.1519074],HARQ
158.48933,3,0,[0.23111947 0.05341606 0.0123455  0.00285329 0.00065945],HARQ
251.1887,3,0,[1.5668181e-01 2.4512144e-02 3.8401105e-03 6.0171296e-04 9.4280862e-05],HARQ
39.81072,3,0,[0.55825806 0.31115273 0.17366363 0.09696059 0.05413362],HARQ
63.095726,3,0,[0.4363489  0.189273   0.08220025 0.03585178 0.01565808],HARQ
100.0,3,0,[0.326009   0.10590527 0.03449603 0.01124822 0.00366786],HARQ
25.118862,3,0,[0.6926008  0.47968453 0.33223015 0.23010299 0.15936966],HARQ
63.095726,3,0,[0.43634897 0.21619008 0.09416483 0.03845614 0.01537544],HARQ
63.095726,3,0,[0.4363489  0.18950528 0.0825092  0.03600831 0.01572062],HARQ
10.0,3,0,[1.0439626 1.0890105 1.1367933 1.1868716 1.2391139],HARQ
251.1887,3,0,[1.5668178e-01 2.4462596e-02 3.8302387e-03 6.0022832e-04 9.4060240e-05],HARQ
25.118862,3,0,[0.6926008  0.47829902 0.3307846  0.22915258 0.158783  ],HARQ
158.48933,3,0,[0.23111944 0.05340602 0.01234315 0.00285275 0.00065933],HARQ
100.0,3,0,[0.326009   0.13229325 0.04503804 0.01376669 0.00397945],HARQ
25.118862,3,0,[0.6926008  0.49165863 0.33419272 0.22628626 0.15468605],HARQ
158.48933,3,0,[0.23111944 0.05332451 0.01232215 0.00284812 0.00065829],HARQ
63.095726,3,0,[0.43634897 0.19019288 0.08148828 0.03516453 0.01530736],HARQ
100.0,3,0,[0.326009   0.10544215 0.03412709 0.01111084 0.00362595],HARQ
158.48933,3,0,[0.23111944 0.05326398 0.01230439 0.0028442  0.00065743],HARQ
39.81072,3,0,[0.5582581  0.3114063  0.17161387 0.09518974 0.05312579],HARQ
158.48933,3,0,[0.2311194  0.05335939 0.01233154 0.00285018 0.00065875],HARQ
10.0,3,0,[1.0439626 1.0885587 1.1360856 1.1862314 1.2385564],HARQ
10.0,4,0,[ 0.8595586  2.5998425  5.8099785 10.00514   14.020037 ],HARQ
39.81072,4,0,[0.45791104 0.20968162 0.09601555 0.0439666  0.02013281],HARQ
10.0,4,0,[0.8595586  0.7376409  0.631342   0.5423343  0.46661568],HARQ
158.48933,4,0,[0.19958466 0.03980839 0.00794494 0.00158572 0.00031649],HARQ
251.1887,4,0,[1.3835493e-01 1.9142007e-02 2.6483918e-03 3.6641810e-04 5.0695751e-05],HARQ
251.1887,4,0,[1.3835493e-01 1.9236077e-02 2.5600577e-03 3.4116948e-04 4.6179950e-05],HARQ
63.095726,4,0,[0.36314365 0.21748957 0.10204907 0.03990522 0.01377122],HARQ
251.1887,4,0,[1.3835493e-01 1.9142093e-02 2.6484048e-03 3.6641984e-04 5.0695995e-05],HARQ
39.81072,4,0,[0.4579111  0.209085   0.09566507 0.04381546 0.02006861],HARQ
251.1887,4,0,[1.3835493e-01 1.9135220e-02 2.6474334e-03 3.6628870e-04 5.0678045e-05],HARQ
25.118862,4,0,[0.56347847 0.31733212 0.17880613 0.10075624 0.05677469],HARQ
63.095726,4,0,[0.36314365 0.13180831 0.04786467 0.01738207 0.00631224],HARQ
39.81072,4,0,[0.4579111  0.6363317  0.6492277  0.51093775 0.32849386],HARQ
100.0,4,0,[0.27568078 0.07599989 0.02095171 0.00577599 0.00159233],HARQ
100.0,4,0,[0.27568078 0.07769988 0.02069236 0.00547069 0.00146469],HARQ
100.0,4,0,[0.27568072 0.11926489 0.0406047  0.0116015  0.00294703],HARQ
100.0,4,0,[0.27568072 0.07617503 0.02043259 0.00551    0.00150471],HARQ
25.118862,4,0,[0.56347847 0.3162499  0.1775219  0.10000429 0.05639961],HARQ
251.1887,4,0,[1.3835493e-01 1.9140236e-02 2.6481464e-03 3.6638477e-04 5.0691186e-05],HARQ
10.0,4,0,[0.8595586  0.7388169  0.63505685 0.5458691  0.46920654],HARQ
39.81072,4,0,[0.4579111  0.21448915 0.09583719 0.042642   0.01918392],HARQ
25.118862,4,0,[0.56347847 0.38738605 0.22845474 0.12312775 0.06358452],HARQ
100.0,4,0,[0.27568078 0.07740074 0.02062634 0.00547081 0.00147024],HARQ
158.48933,4,0,[0.1995847  0.03959171 0.00788238 0.00157341 0.0003142 ],HARQ
251.1887,4,0,[1.3835496e-01 1.8981548e-02 2.5584355e-03 3.4826712e-04 4.7962429e-05],HARQ
10.0,4,0,[0.8595587 1.1218566 1.1895368 1.0851576 0.8975844],HARQ
158.48933,4,0,[0.1995847  0.03982747 0.00794894 0.00158649 0.00031664],HARQ
63.095726,4,0,[0.36314365 0.13131817 0.04761098 0.01729325 0.00628256],HARQ
158.48933,4,0,[0.19958466 0.0711429  0.01940718 0.00431381 0.00082913],HARQ
63.095726,4,0,[0.36314365 0.13187334 0.04788898 0.01739058 0.00631528],HARQ
63.095726,4,0,[0.3631437  0.13103989 0.04728823 0.01715443 0.00623592],HARQ
100.0,4,0,[0.2756807  0.08121762 0.02171627 0.00560424 0.00144572],HARQ
63.095726,4,0,[0.36314365 0.13187337 0.047889   0.01739059 0.00631528],HARQ
15.848933,4,0,[0.693448   0.75846237 0.6649608  0.4954195  0.33111817],HARQ
39.81072,4,0,[0.4579111  0.20886894 0.09547184 0.04372634 0.0200326 ],HARQ
39.81072,4,0,[0.4579111  0.2089249  0.09552842 0.04375321 0.02004343],HARQ
100.0,4,0,[0.27568078 0.08147032 0.02180137 0.00562034 0.00144673],HARQ
15.848933,4,0,[0.693448   0.84596354 0.8110618  0.64634144 0.45238978],HARQ
158.48933,4,0,[0.19958466 0.03983269 0.00794999 0.0015867  0.00031668],HARQ
25.118862,4,0,[0.56347847 0.31750804 0.17890894 0.10081134 0.05680503],HARQ
158.48933,4,0,[0.19958466 0.03981845 0.00794708 0.00158613 0.00031657],HARQ
251.1887,4,0,[1.3835493e-01 1.9142095e-02 2.6484032e-03 3.6641964e-04 5.0695962e-05],HARQ
25.118862,4,0,[0.5634786  0.33549696 0.18547022 0.10032528 0.05452287],HARQ
63.095726,4,0,[0.36314365 0.1316994  0.04781973 0.01736673 0.0063069 ],HARQ
10.0,4,0,[0.8595586  0.7388405  0.6350771  0.5458864  0.46922156],HARQ
25.118862,4,0,[0.56347847 0.31750786 0.178909   0.10081146 0.05680513],HARQ
10.0,4,0,[0.8595586 0.7371794 0.632827  0.5440776 0.4678717],HARQ
39.81072,4,0,[0.4579112  0.24066238 0.11104856 0.04793687 0.02021363],HARQ
10.0,4,0,[0.8595586  0.73875904 0.6350078  0.5458283  0.46917176],HARQ
39.81072,4,0,[0.4579111  0.20968273 0.09601606 0.04396682 0.02013289],HARQ
25.118862,5,0,[0.48546293 0.23567401 0.11441104 0.05554233 0.02696376],HARQ
25.118862,5,0,[0.48546287 0.23494631 0.1130364  0.05471076 0.02658314],HARQ
10.0,5,0,[0.73845273 0.5453124  0.4026874  0.29736555 0.21959038],HARQ
158.48933,5,0,[0.18075818 0.04038408 0.00755377 0.001268   0.00020134],HARQ
63.095726,5,0,[0.31978196 0.10226022 0.03270097 0.01045719 0.00334402],HARQ
158.48933,5,0,[0.18075818 0.05963415 0.01500594 0.00306535 0.0005395 ],HARQ
15.848933,5,0,[0.5954087  0.35448816 0.21106547 0.12567043 0.07482531],HARQ
63.095726,5,0,[0.3197819  0.10225996 0.03270089 0.01045716 0.00334401],HARQ
63.095726,5,0,[0.31978196 0.10222464 0.03268939 0.01045359 0.00334289],HARQ
100.0,5,0,[0.2463858  0.06021821 0.01468038 0.00360558 0.00088917],HARQ
10.0,5,0,[0.7384526  0.5453113  0.40268645 0.29736516 0.21959016],HARQ
158.48933,5,0,[0.18075821 0.03267355 0.00590601 0.00106756 0.00019297],HARQ
158.48933,5,0,[0.18075821 0.03267189 0.00590572 0.00106751 0.00019296],HARQ
10.0,5,0,[ 0.7384526  3.2407503 10.236415  24.188284  45.157295 ],HARQ
158.48933,5,0,[0.18075815 0.03267013 0.00590539 0.00106745 0.00019295],HARQ
251.1887,5,0,[1.2687545e-01 1.6097378e-02 2.0423629e-03 2.5912584e-04 3.2876716e-05],HARQ
10.0,5,0,[0.7384526  0.5446401  0.4021236  0.29698163 0.21932313],HARQ
100.0,5,0,[0.2463858  0.06069818 0.01495517 0.00368475 0.00090787],HARQ
39.81072,5,0,[0.39772132 0.96246207 1.6530075  2.1041205  2.101418  ],HARQ
63.095726,5,0,[0.31978196 0.10314102 0.03214731 0.01004742 0.00317839],HARQ
100.0,5,0,[0.2463858  0.06070538 0.01495695 0.00368518 0.00090798],HARQ
25.118862,5,0,[0.48546287 0.2356742  0.11441107 0.05554232 0.02696373],HARQ
15.848933,5,0,[0.5954087  0.35451147 0.21107925 0.12567846 0.07483006],HARQ
39.81072,5,0,[3.9772132e-01 3.8927836e+00 2.6468939e+01 1.2992957e+02 4.8704520e+02],HARQ
25.118862,5,0,[0.48546287 0.23697595 0.1130743  0.0542172  0.02622716],HARQ
63.095726,5,0,[0.31978196 0.10225971 0.03270081 0.01045713 0.003344  ],HARQ
158.48933,5,0,[0.18075818 0.03250543 0.00586557 0.00106046 0.00019176],HARQ
10.0,5,0,[0.73845273 0.5453125  0.40268743 0.2973656  0.21959041],HARQ
63.095726,5,0,[0.3197819  0.1022605  0.03270108 0.01045721 0.00334403],HARQ
100.0,5,0,[0.2463858  0.06070598 0.0149571  0.00368522 0.00090799],HARQ
15.848933,5,0,[0.5954087  0.35451078 0.21107885 0.12567823 0.07482992],HARQ
100.0,5,0,[0.24638577 0.06025529 0.01463579 0.00358507 0.0008835 ],HARQ
39.81072,5,0,[0.39772138 0.16231972 0.06292614 0.02424315 0.00944282],HARQ
39.81072,5,0,[0.39772138 0.15739927 0.06214985 0.02467731 0.00982509],HARQ
15.848933,5,0,[0.59540856 0.35451153 0.21107925 0.1256784  0.07483   ],HARQ
251.1887,5,0,[1.2687545e-01 1.5956711e-02 2.0139494e-03 2.5540686e-04 3.2433469e-05],HARQ
25.118862,5,0,[0.48546287 0.3105804  0.16557029 0.07839979 0.03471984],HARQ
25.118862,5,0,[0.48546287 0.25963098 0.12501167 0.05753514 0.02625785],HARQ
39.81072,5,0,[0.39772132 0.15752143 0.06251775 0.02486889 0.0098964 ],HARQ
39.81072,5,0,[0.39772132 0.2579003  0.13183928 0.0564792  0.02145462],HARQ
158.48933,5,0,[0.18075821 0.03247567 0.00573077 0.00102047 0.00018371],HARQ
10.0,5,0,[0.7384526  0.54590213 0.3993926  0.29373115 0.2170042 ],HARQ
158.48933,5,0,[0.18075818 0.0324995  0.0058637  0.00106011 0.00019171],HARQ
158.48933,5,0,[0.18075818 0.05656544 0.01361651 0.00268658 0.00046098],HARQ
251.1887,5,0,[1.2687543e-01 1.5983582e-02 2.0216624e-03 2.5651208e-04 3.2565160e-05],HARQ
25.118862,5,0,[0.48546287 0.23567417 0.11441109 0.05554237 0.02696378],HARQ
251.1887,5,0,[1.2687543e-01 1.6097326e-02 2.0423564e-03 2.5912508e-04 3.2876625e-05],HARQ
251.1887,5,0,[1.2687543e-01 1.6097384e-02 2.0423634e-03 2.5912572e-04 3.2876687e-05],HARQ
15.848933,5,0,[0.59540856 1.4973035  2.7306805  3.7721334  4.1741056 ],HARQ
25.118862,5,0,[0.48546287 0.44672227 0.31729424 0.18411483 0.0923766 ],HARQ
63.095726,6,0,[0.31044543 0.09637383 0.02991882 0.00928817 0.00288347],HARQ
39.81072,6,0,[0.37885997 0.14352702 0.05437668 0.02060116 0.00780496],HARQ
25.118862,6,0,[0.45601708 0.20706362 0.09392779 0.04279916 0.01953714],HARQ
10.0,6,0,[0.68354297 0.8224674  0.77802014 0.6118858  0.4227289 ],HARQ
