PDB,Epoch,Step,Pout,Model
10.0,0,0,153.678466796875,HARQ
251.18870544433594,1,0,3.6090781688690186,HARQ
15.848933219909668,2,0,20.767324447631836,HARQ
251.18870544433594,3,0,0.2990165054798126,HARQ
10.0,4,0,0.3460075557231903,HARQ
25.11886215209961,5,0,3.143744945526123,HARQ
63.095726013183594,6,0,42.99567794799805,HARQ
25.11886215209961,7,0,0.1656043529510498,HARQ
158.4893341064453,8,0,1.1711686849594116,HARQ
63.095726013183594,9,0,0.11410035192966461,HARQ
100.0,10,0,0.1292753964662552,HARQ
100.0,11,0,0.31843301653862,HARQ
39.81071853637695,12,0,0.11148568987846375,HARQ
39.81071853637695,13,0,0.11460938304662704,HARQ
25.11886215209961,14,0,0.14979486167430878,HARQ
15.848933219909668,15,0,3.0897560119628906,HARQ
39.81071853637695,16,0,0.20261023938655853,HARQ
15.848933219909668,17,0,0.11700461804866791,HARQ
251.18870544433594,18,0,0.1266285926103592,HARQ
251.18870544433594,19,0,0.18521614372730255,HARQ
25.11886215209961,20,0,0.2581601142883301,HARQ
15.848933219909668,21,0,0.11371700465679169,HARQ
39.81071853637695,22,0,0.12208397686481476,HARQ
251.18870544433594,23,0,0.1174454540014267,HARQ
39.81071853637695,24,0,0.11619459092617035,HARQ
158.4893341064453,25,0,0.191029354929924,HARQ
25.11886215209961,26,0,0.1194799616932869,HARQ
251.18870544433594,27,0,0.12322823703289032,HARQ
25.11886215209961,28,0,0.1201520636677742,HARQ
10.0,29,0,0.1317407339811325,HARQ
25.11886215209961,30,0,0.11953456699848175,HARQ
251.18870544433594,31,0,0.23883840441703796,HARQ
10.0,32,0,0.33869269490242004,HARQ
100.0,33,0,1.9614520072937012,HARQ
25.11886215209961,34,0,0.3307541012763977,HARQ
251.18870544433594,35,0,0.13327766954898834,HARQ
158.4893341064453,36,0,0.11815788596868515,HARQ
39.81071853637695,37,0,0.9312170743942261,HARQ
158.4893341064453,38,0,3.013899087905884,HARQ
63.095726013183594,39,0,0.10946635901927948,HARQ
63.095726013183594,40,0,0.11361628025770187,HARQ
10.0,41,0,0.6999498605728149,HARQ
15.848933219909668,42,0,0.5196083784103394,HARQ
158.4893341064453,43,0,0.569977343082428,HARQ
158.4893341064453,44,0,0.11059989035129547,HARQ
158.4893341064453,45,0,0.39144250750541687,HARQ
15.848933219909668,46,0,0.09359253197908401,HARQ
63.095726013183594,47,0,0.08751143515110016,HARQ
25.11886215209961,48,0,0.08902459591627121,HARQ
251.18870544433594,49,0,0.08468347787857056,HARQ
10.0,50,0,0.12611696124076843,HARQ
63.095726013183594,51,0,0.0810834988951683,HARQ
39.81071853637695,52,0,0.07483278214931488,HARQ
100.0,53,0,0.06782124936580658,HARQ
100.0,54,0,0.0749233290553093,HARQ
158.4893341064453,55,0,0.25123023986816406,HARQ
63.095726013183594,56,0,0.06363782286643982,HARQ
158.4893341064453,57,0,0.07058800756931305,HARQ
251.18870544433594,58,0,0.07047872990369797,HARQ
15.848933219909668,59,0,0.06303247064352036,HARQ
10.0,60,0,0.10924768447875977,HARQ
15.848933219909668,61,0,0.059755098074674606,HARQ
100.0,62,0,0.12806718051433563,HARQ
25.11886215209961,63,0,0.20709143579006195,HARQ
251.18870544433594,64,0,0.15461528301239014,HARQ
39.81071853637695,65,0,0.20065173506736755,HARQ
100.0,66,0,0.1039237380027771,HARQ
25.11886215209961,67,0,0.09181459993124008,HARQ
63.095726013183594,68,0,0.058004073798656464,HARQ
63.095726013183594,69,0,0.05004218965768814,HARQ
39.81071853637695,70,0,0.05278565362095833,HARQ
63.095726013183594,71,0,0.06419600546360016,HARQ
39.81071853637695,72,0,0.050294384360313416,HARQ
63.095726013183594,73,0,0.048387859016656876,HARQ
39.81071853637695,74,0,0.11692748218774796,HARQ
63.095726013183594,75,0,0.04718301445245743,HARQ
39.81071853637695,76,0,0.08837772160768509,HARQ
15.848933219909668,77,0,0.04470614716410637,HARQ
39.81071853637695,78,0,0.04700835794210434,HARQ
25.11886215209961,79,0,0.04771546274423599,HARQ
15.848933219909668,80,0,0.050953179597854614,HARQ
10.0,81,0,0.04822010174393654,HARQ
100.0,82,0,0.06071505323052406,HARQ
158.4893341064453,83,0,0.05036407709121704,HARQ
63.095726013183594,84,0,0.04833681881427765,HARQ
63.095726013183594,85,0,0.041230350732803345,HARQ
100.0,86,0,0.04571040719747543,HARQ
10.0,87,0,0.04097569361329079,HARQ
10.0,88,0,0.13900910317897797,HARQ
63.095726013183594,89,0,0.04099331796169281,HARQ
15.848933219909668,90,0,0.04019659012556076,HARQ
15.848933219909668,91,0,0.09726125001907349,HARQ
15.848933219909668,92,0,0.03533637896180153,HARQ
25.11886215209961,93,0,0.04175092652440071,HARQ
251.18870544433594,94,0,0.03702133521437645,HARQ
39.81071853637695,95,0,0.056286972016096115,HARQ
39.81071853637695,96,0,0.07905841618776321,HARQ
10.0,97,0,0.03593531623482704,HARQ
63.095726013183594,98,0,0.035177864134311676,HARQ
39.81071853637695,99,0,0.037061456590890884,HARQ
63.095726013183594,100,0,0.07756966352462769,HARQ
100.0,101,0,0.035905297845602036,HARQ
100.0,102,0,0.032812830060720444,HARQ
251.18870544433594,103,0,0.03401847183704376,HARQ
100.0,104,0,0.0347004234790802,HARQ
100.0,105,0,0.03382095694541931,HARQ
63.095726013183594,106,0,0.029603956267237663,HARQ
100.0,107,0,0.031382374465465546,HARQ
39.81071853637695,108,0,0.045172352343797684,HARQ
100.0,109,0,0.027926389127969742,HARQ
63.095726013183594,110,0,0.03149380907416344,HARQ
10.0,111,0,0.033307742327451706,HARQ
10.0,112,0,0.030040917918086052,HARQ
158.4893341064453,113,0,0.03221219405531883,HARQ
10.0,114,0,0.05699193850159645,HARQ
15.848933219909668,115,0,0.02848724089562893,HARQ
251.18870544433594,116,0,0.028082646429538727,HARQ
10.0,117,0,0.028886757791042328,HARQ
25.11886215209961,118,0,0.02916610613465309,HARQ
63.095726013183594,119,0,0.03963814675807953,HARQ
10.0,120,0,0.028904657810926437,HARQ
25.11886215209961,121,0,0.033009123057127,HARQ
10.0,122,0,0.03092450462281704,HARQ
100.0,123,0,0.030185649171471596,HARQ
25.11886215209961,124,0,0.0524066761136055,HARQ
63.095726013183594,125,0,0.027474243193864822,HARQ
158.4893341064453,126,0,0.02915823459625244,HARQ
100.0,127,0,0.027144653722643852,HARQ
10.0,128,0,0.025883900001645088,HARQ
251.18870544433594,129,0,0.023884112015366554,HARQ
251.18870544433594,130,0,0.023917512968182564,HARQ
39.81071853637695,131,0,0.03002992272377014,HARQ
10.0,132,0,0.02738776244223118,HARQ
39.81071853637695,133,0,0.024311130866408348,HARQ
158.4893341064453,134,0,0.02470538765192032,HARQ
63.095726013183594,135,0,0.028299635276198387,HARQ
158.4893341064453,136,0,0.024966195225715637,HARQ
158.4893341064453,137,0,0.02465655468404293,HARQ
10.0,138,0,0.025820421054959297,HARQ
39.81071853637695,139,0,0.023105202242732048,HARQ
39.81071853637695,140,0,0.02435910888016224,HARQ
100.0,141,0,0.02457110397517681,HARQ
100.0,142,0,0.025238903239369392,HARQ
39.81071853637695,143,0,0.021868767216801643,HARQ
251.18870544433594,144,0,0.02475837804377079,HARQ
63.095726013183594,145,0,0.024073541164398193,HARQ
251.18870544433594,146,0,0.023437824100255966,HARQ
25.11886215209961,147,0,0.021390680223703384,HARQ
39.81071853637695,148,0,0.022081416100263596,HARQ
10.0,149,0,0.024123163893818855,HARQ
15.848933219909668,150,0,0.02350160852074623,HARQ
100.0,151,0,0.021049823611974716,HARQ
15.848933219909668,152,0,0.025534281507134438,HARQ
251.18870544433594,153,0,0.021872583776712418,HARQ
10.0,154,0,0.024032533168792725,HARQ
63.095726013183594,155,0,0.022386459633708,HARQ
158.4893341064453,156,0,0.021758554503321648,HARQ
15.848933219909668,157,0,0.022208692505955696,HARQ
100.0,158,0,0.021195102483034134,HARQ
251.18870544433594,159,0,0.031731948256492615,HARQ
100.0,160,0,0.02160566858947277,HARQ
10.0,161,0,0.02137940749526024,HARQ
158.4893341064453,162,0,0.018813855946063995,HARQ
39.81071853637695,163,0,0.027383938431739807,HARQ
158.4893341064453,164,0,0.02549184486269951,HARQ
15.848933219909668,165,0,0.020773662254214287,HARQ
63.095726013183594,166,0,0.021770242601633072,HARQ
158.4893341064453,167,0,0.023955216631293297,HARQ
158.4893341064453,168,0,0.02416153997182846,HARQ
63.095726013183594,169,0,0.0209715086966753,HARQ
158.4893341064453,170,0,0.022050948813557625,HARQ
158.4893341064453,171,0,0.019723229110240936,HARQ
251.18870544433594,172,0,0.02045666053891182,HARQ
10.0,173,0,0.019499201327562332,HARQ
158.4893341064453,174,0,0.018608562648296356,HARQ
251.18870544433594,175,0,0.019696831703186035,HARQ
25.11886215209961,176,0,0.01966046541929245,HARQ
15.848933219909668,177,0,0.022246716544032097,HARQ
25.11886215209961,178,0,0.01889484003186226,HARQ
25.11886215209961,179,0,0.020330749452114105,HARQ
25.11886215209961,180,0,0.02009563148021698,HARQ
158.4893341064453,181,0,0.01895143650472164,HARQ
25.11886215209961,182,0,0.018978649750351906,HARQ
158.4893341064453,183,0,0.018232548609375954,HARQ
63.095726013183594,184,0,0.02511683478951454,HARQ
39.81071853637695,185,0,0.021064510568976402,HARQ
15.848933219909668,186,0,0.019060000777244568,HARQ
15.848933219909668,187,0,0.017187248915433884,HARQ
158.4893341064453,188,0,0.018625913187861443,HARQ
10.0,189,0,0.02005869708955288,HARQ
10.0,190,0,0.028407186269760132,HARQ
15.848933219909668,191,0,0.018651556223630905,HARQ
100.0,192,0,0.023181116208434105,HARQ
39.81071853637695,193,0,0.016935909166932106,HARQ
39.81071853637695,194,0,0.018997957929968834,HARQ
100.0,195,0,0.01818208023905754,HARQ
10.0,196,0,0.018053187057375908,HARQ
63.095726013183594,197,0,0.017405878752470016,HARQ
251.18870544433594,198,0,0.01688847877085209,HARQ
39.81071853637695,199,0,0.021612277254462242,HARQ
