NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.009086500853300095,0.009086514823138714,0.00908737163990736,0.009096343070268631,0.009141352027654648,0.009293641895055771,0.009693277068436146,NaN,NaN,NaN,NaN,NaN,NaN,NaN
