NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.08411138504743576,0.08411138504743576,0.08411189913749695,0.08411683887243271,0.08413927257061005,0.0842057392001152,0.08436474949121475,NaN,NaN,NaN,NaN,NaN,NaN,NaN
